status,tenant,skuCode,productCode,dataAmountCode,dataAmount,dataAmountUnit,dayAmount,dayAmountUnit,nameVn,nameEn,frameSku,datapackSku,vendorCode,larkSkuCode,larkProductCode,throttleSpeed,call,callSmsDetails,expirations,vendorSku,vendorSkuSim,latestCogs,latestCogsCurrency,originalCost,currency,referenceCostVnd,selectedActualBulkCostVnd,costBaseEsimSim,finalCogsNotIncludedVatVnd,vatForBaseSimCardsVnd,finalCogsIncludedVatVnd,finalCogsUsd,suggestedB2cPrice65MarginVnd,currencyUsd,exchangeRateUsd,suggestedB2cPrice60MarginUsd,wrGroup,dateCreated,lastModifiedDate,purchaseTypeVnView,purchaseTypeUsView
Active,VN,3CMAL3DP0D603,3CMAL3DP,0D6,0.6,GB,3,Day(s),eSIM Malaysia 0.6GB 03 Ngày,eSIM Malaysia 0.6GB 03 Day(s),,,3D,EMAL3DPY06HM03D,EMAL3DP,256 kbps,No,,60,ECMAL3DP0D603,,25788,VND,3.6,HKD,12492,,15345,27837,,27837,1.08,,USD,26500,,,1773908796000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CMAL3DP00303,3CMAL3DP,003,3,GB,3,Day(s),eSIM Malaysia 03GB 03 Ngày,eSIM Malaysia 03GB 03 Day(s),,,3D,EMAL3DPY03GB03D,EMAL3DP,256 kbps,No,,60,ECMAL3DP00303,,74471,VND,18,HKD,62460,,15345,77805,,77805,3.03,,USD,26500,,,1755069121000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CMAL3DP00305,3CMAL3DP,003,3,GB,5,Day(s),eSIM Malaysia 03GB 05 Ngày,eSIM Malaysia 03GB 05 Day(s),,,3D,EMAL3DPY03GB05D,EMAL3DP,256 kbps,No,,60,ECMAL3DP00305,,115041,VND,30,HKD,104100,,15345,119445,,119445,4.65,,USD,26500,,,1755069121000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CMAL3DP00210,3CMAL3DP,002,2,GB,10,Day(s),eSIM Malaysia 02GB 10 Ngày,eSIM Malaysia 02GB 10 Day(s),,,3D,EMAL3DPY02GB10D,EMAL3DP,256 kbps,No,,60,ECMAL3DP00210,,148849,VND,40,HKD,138800,,15345,154145,,154145,6,,USD,26500,,,1755069121000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CMAL3DP00205,3CMAL3DP,002,2,GB,5,Day(s),eSIM Malaysia 02GB 05 Ngày,eSIM Malaysia 02GB 05 Day(s),,,3D,EMAL3DPY02GB05D,EMAL3DP,256 kbps,No,,60,ECMAL3DP00205,,81233,VND,20,HKD,69400,,15345,84745,,84745,3.3,,USD,26500,,,1755069121000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CMAL3DP00207,3CMAL3DP,002,2,GB,7,Day(s),eSIM Malaysia 02GB 07 Ngày,eSIM Malaysia 02GB 07 Day(s),,,3D,EMAL3DPY02GB07D,EMAL3DP,256 kbps,No,,60,ECMAL3DP00207,,108279,VND,28,HKD,97160,,15345,112505,,112505,4.38,,USD,26500,,,1755069121000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CMAL3DP00307,3CMAL3DP,003,3,GB,7,Day(s),eSIM Malaysia 03GB 07 Ngày,eSIM Malaysia 03GB 07 Day(s),,,3D,EMAL3DPY03GB07D,EMAL3DP,,,,,ECMAL3DP00307,,155610,VND,,,,,,,,,,,,,,,,,,
Active,VN,3CMAL3DP00203,3CMAL3DP,002,2,GB,3,Day(s),eSIM Malaysia 02GB 03 Ngày,eSIM Malaysia 02GB 03 Day(s),,,3D,EMAL3DPY02GB03D,EMAL3DP,256 kbps,No,,60,ECMAL3DP00203,,54187,VND,12,HKD,41640,,15345,56985,,56985,2.22,,USD,26500,,,1755069121000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CMAL3DF01010,3CMAL3DF,010,10,GB,10,Day(s),eSIM Malaysia 10GB 10 Ngày,eSIM Malaysia 10GB 10 Day(s),,,3D,EMAL3DFY10GB10D,EMAL3DF,256 kbps,No,,60,ECMAL3DF01010,,106589,VND,27.5,HKD,95425,,15345,110770,,110770,4.31,,USD,26500,,,1759219520000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CLAOWMP00310,3CLAOWMP,003,3,GB,10,Day(s),eSIM Lào 03GB 10 Ngày,eSIM Laos 03GB 10 Day(s),,,WM,ELAOWMPY03GB10D,ELAOWMP,128 kbps,No,,180,DCLAOWMP00310,,524029,VND,635,TWD,571500,,,571500,,571500,22.24,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CLAOWMP00203,3CLAOWMP,002,2,GB,3,Day(s),eSIM Lào 02GB 03 Ngày,eSIM Laos 02GB 03 Day(s),,,WM,ELAOWMPY02GB03D,ELAOWMP,,,,,DCLAOWMP00203,,121828,VND,,,,,,,,,,,,,,,,,,
Active,VN,3CMAL3DF00203,3CMAL3DF,002,2,GB,3,Day(s),eSIM Malaysia 02GB 03 Ngày,eSIM Malaysia 02GB 03 Day(s),,,3D,EMAL3DFY02GB03D,EMAL3DF,256 kbps,No,,60,ECMAL3DF00203,,32212,VND,5.5,HKD,19085,,15345,34430,,34430,1.34,,USD,26500,,,1759219520000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CMAL3DF00515,3CMAL3DF,005,5,GB,15,Day(s),eSIM Malaysia 05GB 15 Ngày,eSIM Malaysia 05GB 15 Day(s),,,3D,EMAL3DFY05GB15D,EMAL3DF,256 kbps,No,,60,ECMAL3DF00515,,60103,VND,13.75,HKD,47712.5,,15345,63057.5,,63057.5,2.45,,USD,26500,,,1755069121000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CLAOWMP00215,3CLAOWMP,002,2,GB,15,Day(s),eSIM Lào 02GB 15 Ngày,eSIM Laos 02GB 15 Day(s),,,WM,ELAOWMPY02GB15D,ELAOWMP,128 kbps,No,,180,DCLAOWMP00215,,577433,VND,700,TWD,630000,,,630000,,630000,24.51,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CMAL3DP00107,3CMAL3DP,001,1,GB,7,Day(s),eSIM Malaysia 01GB 07 Ngày,eSIM Malaysia 01GB 07 Day(s),,,3D,EMAL3DPY01GB07D,EMAL3DP,256 kbps,No,,60,ECMAL3DP00107,,60948,VND,14,HKD,48580,,15345,63925,,63925,2.49,,USD,26500,,,1755069121000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CLAOWMF02030,3CLAOWMF,020,20,GB,30,Day(s),eSIM Lào 20GB 30 Ngày,eSIM Laos 20GB 30 Day(s),,,WM,ELAOWMFY20GB30D,ELAOWMF,,,,,DCLAOWMF02030,,524029,VND,,,,,,,,,,,,,,,,,,
Active,VN,3CLAOWMF02015,3CLAOWMF,020,20,GB,15,Day(s),eSIM Lào 20GB 15 Ngày,eSIM Laos 20GB 15 Day(s),,,WM,ELAOWMFY20GB15D,ELAOWMF,128 kbps,No,,180,DCLAOWMF02015,,498161,VND,603,TWD,542700,,,542700,,542700,21.12,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CLAOWMP00107,3CLAOWMP,001,1,GB,7,Day(s),eSIM Lào 01GB 07 Ngày,eSIM Laos 01GB 07 Day(s),,,WM,ELAOWMPY01GB07D,ELAOWMP,128 kbps,No,,180,DCLAOWMP00107,,151868,VND,184,TWD,165600,,,165600,,165600,6.44,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CMAL3DP00103,3CMAL3DP,001,1,GB,3,Day(s),eSIM Malaysia 01GB 03 Ngày,eSIM Malaysia 01GB 03 Day(s),,,3D,EMAL3DPY01GB03D,EMAL3DP,256 kbps,No,,60,ECMAL3DP00103,,33902,VND,6,HKD,20820,,15345,36165,,36165,1.41,,USD,26500,,,1755069119000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CMAL3DF02030,3CMAL3DF,020,20,GB,30,Day(s),eSIM Malaysia 20GB 30 Ngày,eSIM Malaysia 20GB 30 Day(s),,,3D,EMAL3DFY20GB30D,EMAL3DF,256 kbps,No,,60,ECMAL3DF02030,,199560,VND,55,HKD,190850,,15345,206195,,206195,8.02,,USD,26500,,,1755069121000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CMAL3DF00103,3CMAL3DF,001,1,GB,3,Day(s),eSIM Malaysia 01GB 03 Ngày,eSIM Malaysia 01GB 03 Day(s),,,3D,EMAL3DFY01GB03D,EMAL3DF,256 kbps,No,,60,ECMAL3DF00103,,22914,VND,2.75,HKD,9542.5,,15345,24887.5,,24887.5,0.97,,USD,26500,,,1761637826000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CLAOWMP00315,3CLAOWMP,003,3,GB,15,Day(s),eSIM Lào 03GB 15 Ngày,eSIM Laos 03GB 15 Day(s),,,WM,ELAOWMPY03GB15D,ELAOWMP,128 kbps,No,,180,DCLAOWMP00315,,786044,VND,953,TWD,857700,,,857700,,857700,33.37,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CLAOWMP00220,3CLAOWMP,002,2,GB,20,Day(s),eSIM Lào 02GB 20 Ngày,eSIM Laos 02GB 20 Day(s),,,WM,ELAOWMPY02GB20D,ELAOWMP,128 kbps,No,,180,DCLAOWMP00220,,767686,VND,930,TWD,837000,,,837000,,837000,32.57,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CMAL3DBUNL04,3CMAL3DB,UNL,9999,GB,4,Day(s),eSIM Malaysia Unlimited 10Mbps 04 Ngày,eSIM Malaysia Unlimited 10Mbps 04 Day(s),,,3D,EMAL3DP1UNLI04D,EMAL3DP,,,,,ECMAL3DBUNL04,,135326,VND,,,,,,,,,,,,,,,,,,
Active,VN,3CLAOWMP00105,3CLAOWMP,001,1,GB,5,Day(s),eSIM Lào 01GB 05 Ngày,eSIM Laos 01GB 05 Day(s),,,WM,ELAOWMPY01GB05D,ELAOWMP,128 kbps,No,,180,DCLAOWMP00105,,110146,VND,134,TWD,120600,,,120600,,120600,4.69,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CMAL3DF00530,3CMAL3DF,005,5,GB,30,Day(s),eSIM Malaysia 05GB 30 Ngày,eSIM Malaysia 05GB 30 Day(s),,,3D,EMAL3DFY05GB30D,EMAL3DF,256 kbps,No,,60,ECMAL3DF00530,,60103,VND,13.75,HKD,47712.5,,15345,63057.5,,63057.5,2.45,,USD,26500,,,1755069121000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CMAL3DP00110,3CMAL3DP,001,1,GB,10,Day(s),eSIM Malaysia 01GB 10 Ngày,eSIM Malaysia 01GB 10 Day(s),,,3D,EMAL3DPY01GB10D,EMAL3DP,256 kbps,No,,60,ECMAL3DP00110,,81233,VND,20,HKD,69400,,15345,84745,,84745,3.3,,USD,26500,,,1755069121000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CMAC3DP00205,3CMAC3DP,002,2,GB,5,Day(s),eSIM Macao 02GB 05 Ngày,eSIM Macao 02GB 05 Day(s),,,3D,EMAC3DPY02GB05D,EMAC3DP,256 kbps,No,,60,ECMAC3DP00205,,81233,VND,20,HKD,69400,,15345,84745,,84745,3.3,,USD,26500,,,1761806202000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CLAOWMP00307,3CLAOWMP,003,3,GB,7,Day(s),eSIM Lào 03GB 07 Ngày,eSIM Laos 03GB 07 Day(s),,,WM,ELAOWMPY03GB07D,ELAOWMP,,,,,DCLAOWMP00307,,368823,VND,,,,,,,,,,,,,,,,,,
Active,VN,3CLAOWMP00103,3CLAOWMP,001,1,GB,3,Day(s),eSIM Lào 01GB 03 Ngày,eSIM Laos 01GB 03 Day(s),,,WM,ELAOWMPY01GB03D,ELAOWMP,128 kbps,No,,180,DCLAOWMP00103,,68424.18,VND,83,TWD,74700,,,74700,,74700,2.91,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CMAL3DP00105,3CMAL3DP,001,1,GB,5,Day(s),eSIM Malaysia 01GB 05 Ngày,eSIM Malaysia 01GB 05 Day(s),,,3D,EMAL3DPY01GB05D,EMAL3DP,256 kbps,No,,60,ECMAL3DP00105,,47425,VND,10,HKD,34700,,15345,50045,,50045,1.95,,USD,26500,,,1755069121000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CMAC3DF01010,3CMAC3DF,010,10,GB,10,Day(s),eSIM Macao 10GB 10 Ngày,eSIM Macao 10GB 10 Day(s),,,3D,EMAC3DFY10GB10D,EMAC3DF,256 kbps,No,,60,ECMAC3DF01010,,106589,VND,27.5,HKD,95425,,15345,110770,,110770,4.31,,USD,26500,,,1759219520000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CLAOWMP00115,3CLAOWMP,001,1,GB,15,Day(s),eSIM Lào 01GB 15 Ngày,eSIM Laos 01GB 15 Day(s),,,WM,ELAOWMPY01GB15D,ELAOWMP,128 kbps,No,,180,DCLAOWMP00115,,319591,VND,387,TWD,348300,,,348300,,348300,13.55,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CLAOWMP00210,3CLAOWMP,002,2,GB,10,Day(s),eSIM Lào 02GB 10 Ngày,eSIM Laos 02GB 10 Day(s),,,WM,ELAOWMPY02GB10D,ELAOWMP,128 kbps,No,,180,DCLAOWMP00210,,388015,VND,470,TWD,423000,,,423000,,423000,16.46,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CMAL3DF00505,3CMAL3DF,005,5,GB,5,Day(s),eSIM Malaysia 05GB 05 Ngày,eSIM Malaysia 05GB 05 Day(s),,,3D,EMAL3DFY05GB05D,EMAL3DF,256 kbps,No,,60,ECMAL3DF00505,,60103,VND,13.75,HKD,47712.5,,15345,63057.5,,63057.5,2.45,,USD,26500,,,1759219520000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CLAOWMP00230,3CLAOWMP,002,2,GB,30,Day(s),eSIM Lào 02GB 30 Ngày,eSIM Laos 02GB 30 Day(s),,,WM,ELAOWMPY02GB30D,ELAOWMP,128 kbps,No,,180,DCLAOWMP00230,,1147357,VND,1390,TWD,1251000,,,1251000,,1251000,48.68,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CLAOWMP00110,3CLAOWMP,001,1,GB,10,Day(s),eSIM Lào 01GB 10 Ngày,eSIM Laos 01GB 10 Day(s),,,WM,ELAOWMPY01GB10D,ELAOWMP,128 kbps,No,,180,DCLAOWMP00110,,216955,VND,263,TWD,236700,,,236700,,236700,9.21,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CMAL3DF01015,3CMAL3DF,010,10,GB,15,Day(s),eSIM Malaysia 10GB 15 Ngày,eSIM Malaysia 10GB 15 Day(s),,,3D,EMAL3DFY10GB15D,EMAL3DF,256 kbps,No,,60,ECMAL3DF01015,,106589,VND,27.5,HKD,95425,,15345,110770,,110770,4.31,,USD,26500,,,1755069121000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CLAOWMP00207,3CLAOWMP,002,2,GB,7,Day(s),eSIM Lào 02GB 07 Ngày,eSIM Laos 02GB 07 Day(s),,,WM,ELAOWMPY02GB07D,ELAOWMP,128 kbps,No,,180,DCLAOWMP00207,,273697,VND,332,TWD,298800,,,298800,,298800,11.63,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CMAL3DF02015,3CMAL3DF,020,20,GB,15,Day(s),eSIM Malaysia 20GB 15 Ngày,eSIM Malaysia 20GB 15 Day(s),,,3D,EMAL3DFY20GB15D,EMAL3DF,256 kbps,No,,60,ECMAL3DF02015,,199560,VND,55,HKD,190850,,15345,206195,,206195,8.02,,USD,26500,,,1755069121000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CLAOWMP00303,3CLAOWMP,003,3,GB,3,Day(s),eSIM Lào 03GB 03 Ngày,eSIM Laos 03GB 03 Day(s),,,WM,ELAOWMPY03GB03D,ELAOWMP,128 kbps,No,,180,DCLAOWMP00303,,160213,VND,194,TWD,174600,,,174600,,174600,6.79,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CLAOWMP00320,3CLAOWMP,003,3,GB,20,Day(s),eSIM Lào 03GB 20 Ngày,eSIM Laos 03GB 20 Day(s),,,WM,ELAOWMPY03GB20D,ELAOWMP,128 kbps,No,,180,DCLAOWMP00320,,1044720,VND,1265,TWD,1138500,,,1138500,,1138500,44.3,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CMAC3DF00203,3CMAC3DF,002,2,GB,3,Day(s),eSIM Macao 02GB 03 Ngày,eSIM Macao 02GB 03 Day(s),,,3D,EMAC3DFY02GB03D,EMAC3DF,256 kbps,No,,60,ECMAC3DF00203,,32212,VND,5.5,HKD,19085,,15345,34430,,34430,1.34,,USD,26500,,,1759219520000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CMAL3DF01030,3CMAL3DF,010,10,GB,30,Day(s),eSIM Malaysia 10GB 30 Ngày,eSIM Malaysia 10GB 30 Day(s),,,3D,EMAL3DFY10GB30D,EMAL3DF,256 kbps,No,,60,ECMAL3DF01030,,106589,VND,27.5,HKD,95425,,15345,110770,,110770,4.31,,USD,26500,,,1755069121000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CLAOWMP00130,3CLAOWMP,001,1,GB,30,Day(s),eSIM Lào 01GB 30 Ngày,eSIM Laos 01GB 30 Day(s),,,WM,ELAOWMPY01GB30D,ELAOWMP,128 kbps,No,,180,DCLAOWMP00130,,634175,VND,769,TWD,692100,,,692100,,692100,26.93,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CMAC3DF00505,3CMAC3DF,005,5,GB,5,Day(s),eSIM Macao 05GB 05 Ngày,eSIM Macao 05GB 05 Day(s),,,3D,EMAC3DFY05GB05D,EMAC3DF,256 kbps,No,,60,ECMAC3DF00505,,60103,VND,13.75,HKD,47712.5,,15345,63057.5,,63057.5,2.45,,USD,26500,,,1759219520000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CLAOWMP00305,3CLAOWMP,003,3,GB,5,Day(s),eSIM Lào 03GB 05 Ngày,eSIM Laos 03GB 05 Day(s),,,WM,ELAOWMPY03GB05D,ELAOWMP,,,,,DCLAOWMP00305,,266187,VND,,,,,,,,,,,,,,,,,,
Active,VN,3CMAL3DAUNL04,3CMAL3DA,UNL,9999,GB,4,Day(s),eSIM Malaysia Unlimited 04 Ngày,eSIM Malaysia Unlimited 04 Day(s),,,3D,EMAL3DP2UNLI04D,EMAL3DP,,,,,ECMAL3DAUNL04,,121802,VND,,,,,,,,,,,,,,,,,,
Active,VN,3CMAC3DF00303,3CMAC3DF,003,3,GB,3,Day(s),eSIM Macao 03GB 03 Ngày,eSIM Macao 03GB 03 Day(s),,,3D,EMAC3DFY03GB03D,EMAC3DF,256 kbps,No,,60,ECMAC3DF00303,,41509,VND,8.25,HKD,28627.5,,15345,43972.5,,43972.5,1.71,,USD,26500,,,1759219520000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CLAOWMP00205,3CLAOWMP,002,2,GB,5,Day(s),eSIM Lào 02GB 05 Ngày,eSIM Laos 02GB 05 Day(s),,,WM,ELAOWMPY02GB05D,ELAOWMP,128 kbps,No,,180,DCLAOWMP00205,,197763,VND,240,TWD,216000,,,216000,,216000,8.4,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CMAL3DAUNL05,3CMAL3DA,UNL,9999,GB,5,Day(s),eSIM Malaysia Unlimited 05 Ngày,eSIM Malaysia Unlimited 05 Day(s),,,3D,EMAL3DP2UNLI05D,EMAL3DP,500 MB high speed then drop to 5 mbps,No,,60,ECMAL3DAUNL05,,148849,VND,40,HKD,138800,,15345,154145,,154145,6,,USD,26500,,,1765789575000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CMAL3DF00303,3CMAL3DF,003,3,GB,3,Day(s),eSIM Malaysia 03GB 03 Ngày,eSIM Malaysia 03GB 03 Day(s),,,3D,EMAL3DFY03GB03D,EMAL3DF,,,,,ECMAL3DF00303,,41509,VND,,,,,,,,,,,,,,,,,,
Active,VN,3CMAC3DP3HM01,3CMAC3DP,3HM,300,MB,1,Day(s),eSIM Macao 300MB 01 Ngày,eSIM Macao 300MB 01 Day(s),,,3D,EMAC3DPY300M01D,EMAC3DP,256 kbps,No,,60,ECMAC3DP3HM01,,15598,VND,0.59,HKD,2033.2,,15345,17378.2,,17378.2,0.68,,USD,26500,,,1752134656000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CMAL3DBUNL05,3CMAL3DB,UNL,9999,GB,5,Day(s),eSIM Malaysia Unlimited 10Mbps 05 Ngày,eSIM Malaysia Unlimited 10Mbps 05 Day(s),,,3D,EMAL3DP1UNLI05D,EMAL3DP,500 MB high speed then drop to 10 mbps,No,,60,ECMAL3DBUNL05,,165753,VND,45,HKD,156150,,15345,171495,,171495,6.67,,USD,26500,,,1759287424000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CLAOWMP00330,3CLAOWMP,003,3,GB,30,Day(s),eSIM Lào 03GB 30 Ngày,eSIM Laos 03GB 30 Day(s),,,WM,ELAOWMPY03GB30D,ELAOWMP,,,,,DCLAOWMP00330,,1561240,VND,,,,,,,,,,,,,,,,,,
Active,VN,3CMAL3DAUNL03,3CMAL3DA,UNL,9999,GB,3,Day(s),eSIM Malaysia Unlimited 03 Ngày,eSIM Malaysia Unlimited 03 Day(s),,,3D,EMAL3DP2UNLI03D,EMAL3DP,,,,,ECMAL3DAUNL03,,94756,VND,,,,,,,,,,,,,,,,,,
Active,VN,3CMAL3DBUNL03,3CMAL3DB,UNL,9999,GB,3,Day(s),eSIM Malaysia Unlimited 10Mbps 03 Ngày,eSIM Malaysia Unlimited 10Mbps 03 Day(s),,,3D,EMAL3DP1UNLI03D,EMAL3DP,500 MB high speed then drop to 10 mbps,No,,60,ECMAL3DBUNL03,,104898,VND,27,HKD,93690,,15345,109035,,109035,4.24,,USD,26500,,,1759287424000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3CLAOWMP00120,3CLAOWMP,001,1,GB,20,Day(s),eSIM Lào 01GB 20 Ngày,eSIM Laos 01GB 20 Day(s),,,WM,ELAOWMPY01GB20D,ELAOWMP,128 kbps,No,,180,DCLAOWMP00120,,425565,VND,516,TWD,464400,,,464400,,464400,18.07,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CKORJYF05010,3CKORJYF,050,50,GB,10,Day(s),,,,,JY,EKORJYFY50GB10D,EKORJYF,128 kbps,No,,30,DCKORJYF05010,,335183,VND,87,CNY,339300,,,339300,,339300,13.2,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CKORJYP00115,3CKORJYP,001,1,GB,15,Day(s),,,,,JY,EKORJYPY01GB15D,EKORJYP,128 kbps,No,,30,DCKORJYP00115,,104022,VND,27,CNY,105300,,,105300,,105300,4.1,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CKORJYF02005,3CKORJYF,020,20,GB,5,Day(s),,,,,JY,EKORJYFY20GB05D,EKORJYF,128 kbps,No,,30,DCKORJYF02005,,138696,VND,36,CNY,140400,,,140400,,140400,5.46,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CKORJYP00107,3CKORJYP,001,1,GB,7,Day(s),,,,,JY,EKORJYPY01GB07D,EKORJYP,128 kbps,No,,30,DCKORJYP00107,,50085,VND,13,CNY,50700,,,50700,,50700,1.97,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CKORJYF05015,3CKORJYF,050,50,GB,15,Day(s),,,,,JY,EKORJYFY50GB15D,EKORJYF,128 kbps,No,,30,DCKORJYF05015,,350593,VND,91,CNY,354900,,,,,354900,13.81,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CLAOWMF02005,3CLAOWMF,020,20,GB,5,Day(s),eSIM Lào 20GB 05 Ngày,eSIM Laos 20GB 05 Day(s),,,WM,ELAOWMFY20GB05D,ELAOWMF,128 kbps,No,,180,DCLAOWMF02005,,418055,VND,506,TWD,455400,,,455400,,455400,17.72,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CKORJYF05007,3CKORJYF,050,50,GB,7,Day(s),,,,,JY,EKORJYFY50GB07D,EKORJYF,128 kbps,No,,30,DCKORJYF05007,,319772,VND,83,CNY,323700,,,323700,,323700,12.6,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CLAOWMF01007,3CLAOWMF,010,10,GB,7,Day(s),eSIM Lào 10GB 07 Ngày,eSIM Laos 10GB 07 Day(s),,,WM,ELAOWMFY10GB07D,ELAOWMF,128 kbps,No,,180,DCLAOWMF01007,,251167,VND,304,TWD,273600,,,273600,,273600,10.65,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CLAOWMF01010,3CLAOWMF,010,10,GB,10,Day(s),eSIM Lào 10GB 10 Ngày,eSIM Laos 10GB 10 Day(s),,,WM,ELAOWMFY10GB10D,ELAOWMF,,,,,DCLAOWMF01010,,262015,VND,,,,,,,,,,,,,,,,,,
Active,VN,3CKORJYP00315,3CKORJYP,003,3,GB,15,Day(s),,,,,JY,EKORJYPY03GB15D,EKORJYP,128 kbps,No,,30,DCKORJYP00315,,250424,VND,65,CNY,253500,,,253500,,253500,9.86,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CKORJYP00215,3CKORJYP,002,2,GB,15,Day(s),,,,,JY,EKORJYPY02GB15D,EKORJYP,128 kbps,No,,30,DCKORJYP00215,,184928,VND,48,CNY,187200,,,187200,,187200,7.28,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CKORJYF02007,3CKORJYF,020,20,GB,7,Day(s),,,,,JY,EKORJYFY20GB07D,EKORJYF,128 kbps,No,,30,DCKORJYF02007,,146402,VND,38,CNY,148200,,,,,148200,5.77,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CLAOWMF02007,3CLAOWMF,020,20,GB,7,Day(s),eSIM Lào 20GB 07 Ngày,eSIM Laos 20GB 07 Day(s),,,WM,ELAOWMFY20GB07D,ELAOWMF,128 kbps,No,,180,DCLAOWMF02007,,444757,VND,539,TWD,485100,,,485100,,485100,18.88,,USD,26500,,,1766461061000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3CKORJYP00105,3CKORJYP,001,1,GB,5,Day(s),,,,,JY,EKORJYPY01GB05D,EKORJYP,128 kbps,No,,30,DCKORJYP00105,,38527,VND,10,CNY,39000,,,39000,,39000,1.52,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
